Clade0,Clade1,Clade2,Clade3,Clade4,Clade5,Order,Stem or crown (order level),Family,N_extant,N_fossils,oldest_fossil,youngest_fossil,root_est,root_lower,root_upper,ext_est,ext_lower,ext_upper,q_est,q_lower,q_upper,a_est,a_lower,a_upper,sig2_est,sig2_lower,sig2_upper,Horizons,alpha,strat_range,marsh_origin_lower,marsh_origin_upper,marsh_ext_lower,marsh_ext_upper
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Afroinsectiphilia,Ptolemaiida,Extinct order,Ptolemaiidae,0,3,33,31,35.33893962,34.0003006,38.29550699,30.00478486,28.10791231,30.99986294,0.339698439,0.000715704,0.947744648,32.18210752,0.009581751,84.84392289,1.371856846,-1.426652993,3.645531589,2,28.83,2,33,90.66,0,31
Theriiformes,Theria,Metatheria,NA,NA,NA,NA,Extinct order,Pucadelphydae,0,3,66,66,67.98113784,67.00054014,69.88716878,64.21401222,62.8741952,64.99983686,0.449694482,0.004041609,1.105770132,29.32646935,0.010230995,79.77643382,2.021472113,-0.071508937,3.735531616,1,NA,0,66,NA,NA,66
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Stem,Purgatoriidae,0,9,66,64,67.80491096,67.00053509,69.23206514,62.38345014,61.45927016,62.99992757,0.55537323,0.014394535,1.311805075,20.82753968,0.002015855,55.40081646,2.073139619,0.37191206,3.457018826,7,0.83,2,66,67.66,62.34,64
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Pyrotheria,Extinct order,Pyrotheriidae,0,15,50,22,53.4963003,50.00001081,61.11418288,20.29633537,16.68508481,21.99985402,0.289142031,0.00331473,0.697778063,3.016081369,0.001433235,7.469404525,-2.102982158,-5.99545731,2.44063438,15,0.3,28,50,58.4,13.6,22
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Stem,Raoellidae,0,14,52,41,54.70047875,53.00025765,58.18734765,39.88836806,37.86534674,40.99995772,0.209935104,0.000191055,0.53879821,8.435340001,0.001838154,20.94727788,1.342952313,-0.930337431,3.355842219,11,0.44,11,52,56.84,36.16,41
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Reithroparamyidae,0,11,54,45,56.20246469,54.00082032,60.15745826,42.97929905,41.03840045,43.9997117,0.26206812,0.000238766,0.722067167,8.838100986,0.001840374,22.30718217,0.926858106,-2.011395803,3.266687214,13,0.36,9,54,57.24,41.76,45
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Remingtonocetidae,0,22,48,39,49.33867437,48.00006676,51.54499909,37.29304764,36.13257539,37.99992555,0.41161323,0.036545821,0.900694329,5.730043147,0.000322282,15.55951231,2.009738026,0.553230034,3.419928646,18,0.24,9,48,50.16,36.84,39
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Stem,Remyidae,0,1,42,42,43.48586911,42.00034344,46.4198136,40.82393787,38.33845364,41.99987028,0.996896343,0.000777455,3.044109388,36.37123967,0.002136589,91.15309255,1.528642399,-1.419268202,3.841141423,1,NA,0,42,NA,NA,42
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Perissodactyla,Crown,Rhinocerotidae,11,427,45,1,48.18668731,45.00117731,53.72069346,0,0,0,0.042826717,0.001082894,0.095064372,7.324529925,4.33983509,10.28528886,4.175869847,3.605417387,4.996163304,962,0.003122171,44,45,45.13737553,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Rhinolophidae,104,26,37,1,45.6346601,37.74294375,60.15841193,0,0,0,0.002381163,8.96E-07,0.008704389,6.861310445,1.14414428,12.35880085,5.088712131,2.808477473,7.575837448,34,0.095027816,36,37,40.42100138,0,0
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Mixodontia,Extinct order,Rhombomylidae,0,1,58,58,59.55906041,58.000093,62.82953791,56.72789701,54.09575263,57.9999985,0.933306772,0.001364399,2.887438402,32.41399043,0.001822296,81.41321637,1.519786103,-1.249112398,3.80907594,1,NA,0,58,NA,NA,58
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Afroinsectiphilia,Macroscelidea,Stem,Rhynchocyonidae,0,1,40,40,41.3518316,40.00064564,43.97106421,38.91524212,36.81028994,39.99996758,0.986632191,0.001019463,2.897183921,34.20319221,0.002598425,86.14519007,1.611989247,-1.167747927,3.832734334,1,NA,0,40,NA,NA,40
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Stem,Robiacinidae,0,5,40,35,41.86549192,40.00017162,45.5513876,33.91431974,31.65932115,34.99988087,0.399301378,0.00263919,1.102493181,16.71744333,0.002068859,44.74070272,0.676819508,-2.41172456,3.198730553,5,1.47,5,40,47.35,27.65,35
Theriiformes,Theria,Eutheria,Metatheria,Polydolopimorphia,NA,NA,Extinct order,Rosendolopidae,0,8,53,19,62.41556619,53.00010753,81.30129344,14.22021528,6.096040896,18.99853522,0.01859361,6.33E-06,0.054813072,2.743840048,0.000348069,7.167809272,1.42154149,-1.061800236,3.584335096,6,1.06,34,53,89.04,0,19
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Crown,Saadaniidae,0,1,28,28,29.35593967,28.00020774,31.90446189,26.95806145,24.98734881,27.99981349,1.020654801,0.001016855,3.064974618,39.92915199,0.00115379,92.64447563,1.673643532,-1.084531737,3.844659111,1,NA,0,28,NA,NA,28
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Sanitheriidae,0,6,22,14,24.51740506,22.00253651,29.56979478,12.70537804,10.07650959,13.9999459,0.280490559,0.000424979,0.850103545,12.07690393,0.000268363,32.07430236,0.004248992,-3.664296997,3.204976426,8,0.68,8,22,27.44,8.56,14
Theriiformes,Theria,Eutheria,NA,NA,Cimolesta,NA,Extinct order,Sarcodontidae,0,14,65,45,69.81463422,66.00036521,76.38544639,42.67679845,38.64835352,44.99964852,0.104463254,0.003948919,0.261314518,1.998874631,8.51E-05,5.734177193,1.394120085,-1.075587574,3.392555321,14,0.33,20,65,71.6,38.4,45
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Stem,Saxonellidae,0,3,62,60,63.11706102,62.00067213,65.28219767,59.27360102,58.07702357,59.99999883,1.252994882,0.000847745,3.363188006,35.97752735,0.013189248,86.65915888,1.171199282,-1.67748695,3.550926743,3,4.83,2,62,71.66,50.34,60
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Stem,Sciuravidae,0,71,55,39,56.91914401,56.00043236,58.56242423,38.29324245,37.15874269,38.99978832,0.401924473,0.091961541,0.766262734,4.671697854,6.45E-05,11.95972079,2.921674298,2.286500881,3.704670456,157,0.03,16,55,55.48,38.52,39
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Sciuridae,306,298,41,1,45.54306795,41.00029224,53.41401788,0,0,0,0.00504521,8.60E-05,0.013829711,7.608315682,3.980047988,11.20652326,7.855403169,6.640784616,9.052853079,469,0.006421668,40,41,41.25686674,0,0
Australosphenida,NA,NA,NA,NA,NA,NA,Extinct order,Shuotheriidae,0,3,167,163,170.5542104,168.0002704,176.3665629,161.1231335,157.1966911,162.9996628,0.164275848,0.0006057,0.490598129,14.19295967,0.001848876,38.68979059,1.103304779,-1.862741406,3.487233721,2,28.83,4,167,282.32,47.68,163
Theriiformes,Theria,Metatheria,NA,Polydolopimorphia,NA,NA,Extinct order,Sillustaniidae,0,1,58,58,59.6544283,58.00077852,62.88460816,56.7062373,54.09019153,57.9997453,0.917409983,0.000419477,2.916905641,33.63904436,0.01302636,89.77627825,1.57504544,-1.087772366,3.818372986,1,NA,0,58,NA,NA,58
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Simimyidae,1,13,46,1,54.6526476,46.00562364,68.05110091,0,0,0,0.062723601,0.000700383,0.168970228,0.933428498,0.000144837,2.639441947,0.296284007,-2.6986547,3.104329931,38,0.1,45,46,50.5,0,1
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Simocetidae,0,1,33,33,34.46573712,33.00020293,37.30074557,31.82132894,29.57927415,32.99980374,1.021026755,0.000590878,3.061641215,35.75307284,0.006832831,88.17317587,1.681187912,-0.794254555,3.775687273,1,NA,0,33,NA,NA,33
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Stem,Siphneidae,0,2,9,7,10.7378724,9.000229073,14.40146931,5.95075397,3.661763985,6.999917522,0.471343802,0.000666681,1.396797161,30.8769255,0.012045772,81.37023616,1.208975398,-1.478855848,3.741910135,3,4.83,2,9,18.66,0,7
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Crown,Sivaladapidae,0,21,48,7,53.48530923,48.00249829,61.91933324,4.424953063,1.09652519,6.997424245,0.075510808,0.004097762,0.19753909,1.062531488,1.82E-05,2.988774398,1.061592024,-1.598117747,3.467562545,18,0.24,41,48,57.84,0,7
Theriiformes,Allotheria,NA,NA,NA,NA,Multituberculata,Extinct order,Sloanbaataridae,0,3,80,76,83.66363581,81.00001399,89.78041468,74.05882455,70.01698191,75.99936259,0.153359643,0.000148147,0.462744725,14.85306767,0.000285705,43.06554001,1.212124045,-1.571489853,3.657576702,2,28.83,4,80,195.32,0,76
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Eulipotyphla,Crown,Soricidae,451,275,45,1,52.48627525,45.04148039,68.27011484,0,0,0,0.000955357,3.04E-06,0.002795724,9.738633513,6.440611918,12.8362008,8.28907424,6.962271669,9.632317855,447,0.006739497,44,45,45.29653789,0,0
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Spalacidae,29,8,28,1,36.25028634,28.00092502,50.70793212,0,0,0,0.00702595,2.36E-05,0.018275125,3.365771733,0.000317303,8.438977513,4.214686996,1.930582562,6.431303821,15,0.238598968,27,28,34.44217215,0,0
Theriiformes,NA,NA,Theriiformes,NA,NA,NA,Extinct order,Spalacotheriidae,0,40,145,73,152.2294837,146.0010334,161.9023595,69.15509096,63.58385974,72.9966156,0.044581291,0.0035416,0.105541473,0.82370843,0.00062831,2.173927777,1.736940103,-0.328498572,3.63720461,39,0.1,72,145,152.2,65.8,73
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Litopterna,Extinct order,Sparnotheriodontidae,0,9,56,38,60.34190787,56.00051992,69.17108534,35.69697735,31.15270284,37.99997616,0.148337588,0.000132806,0.479268331,4.475189411,0.000299581,11.79476862,-0.171776038,-3.95327371,3.273007033,11,0.44,18,56,63.92,30.08,38
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Squalodelphinidae,0,14,23,14,25.40542796,24.00002567,28.1275215,12.97761974,11.16634845,13.99995199,0.279168925,0.000424893,0.64839863,7.233560631,0.002182649,19.35934208,1.653158852,-0.278236283,3.448289157,13,0.36,9,23,26.24,10.76,14
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Squalodontidae,0,47,27,6,29.27648976,28.00040596,31.70996455,4.96780887,3.251769587,5.999855437,0.286297748,0.058071137,0.564465184,2.375965543,0.000116442,6.560704831,1.873067991,0.601566019,3.336555072,38,0.1,21,27,29.1,3.9,6
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Squaloziphiidae,0,2,23,18,27.18595196,23.00093105,36.33543225,15.37854461,9.372656428,17.99999571,0.103619555,0.000139579,0.354080798,14.43812922,0.000247648,45.11671504,0.684739482,-2.634159042,3.301924323,2,28.83,5,23,167.15,0,18
Theriiformes,Theria,Metatheria,NA,NA,NA,NA,Extinct order,Stagodontidae,0,21,99,54,105.5883579,99.00237168,116.9623832,50.78279493,45.21991832,53.99920082,0.077528881,0.000574466,0.267797382,1.235442415,7.93E-05,3.480565364,0.679152445,-3.213778811,3.531543898,83,0.05,45,99,101.25,51.75,54
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Paenungulata,Proboscidea,Crown,Stegodontidae,0,1,8,8,9.332314957,8.000044202,12.00221085,7.007425466,5.012718896,7.999931204,1.016909926,0.00258797,3.034918055,35.34654763,0.016276839,87.89673761,1.625296113,-1.011589671,3.8092617,1,NA,0,8,NA,NA,8
Theriiformes,Theria,Metatheria,NA,NA,NA,NA,Extinct order,Sternbergiidae,0,4,54,10,76.26090462,55.00924009,113.5487989,4.999479487,0.000448945,9.121173283,0.008796167,5.11E-05,0.02831342,1.315912073,4.28E-05,3.579460451,1.105079215,-1.768780172,3.61232388,2,28.83,44,54,1322.52,0,10
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Lagomorpha,Stem,Strenulagidae,0,1,55,55,56.65057864,55.00043207,60.19368546,53.71872803,51.06537313,54.99946233,0.937471876,0.000327502,2.958199143,34.26759616,0.002209885,85.52084093,1.65676637,-1.028629877,3.848859684,1,NA,0,55,NA,NA,55
Theriiformes,Theria,Eutheria,NA,NA,Cimolesta,Taeniodonta,Extinct order,Stylinodontidae,0,38,71,41,73.28928548,71.00061961,77.57933508,39.86189452,37.80860162,40.99990855,0.254920456,0.001206744,0.607266301,3.063811947,0.000264279,7.372299852,0.272371975,-1.555594524,2.533248914,87,0.05,30,71,72.5,39.5,41
Theriiformes,Allotheria,NA,NA,NA,Gondwanatheria,NA,Extinct order,Sudamericidae,0,9,82,47,90.92069805,82.00204213,108.2479384,41.95979537,32.50777082,46.99999561,0.030772331,0.000417628,0.092048449,1.677873837,0.000685453,4.719844723,1.0359339,-2.090931795,3.584950383,9,0.58,35,82,102.3,26.7,47
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Suidae,40,173,37,1,42.51843805,37.00279009,52.356979,0,0,0,0.014205994,1.35E-05,0.046522115,10.65206998,5.555368339,15.99328786,3.807262841,1.82503766,5.782134937,688,0.004370121,36,37,37.15732437,0,0
Australosphenida,NA,NA,NA,NA,NA,Monotremata,Crown,Tachyglossidae,6,6,4,1,5.360325705,4.000042842,7.745949642,0,0,0,0.264644007,0.000465057,0.656082873,24.1693228,0.000870103,61.22559441,2.661808578,-0.15451728,5.170307997,12,0.313032434,3,4,4.939097303,0,0
Theriiformes,Allotheria,NA,NA,NA,NA,Multituberculata,Extinct order,Taeniolabididae,0,23,70,59,71.26496698,70.00014135,73.54199805,58.25841236,57.11313783,58.99984221,0.360166316,0.001110182,0.812887906,8.383926221,0.000234659,21.57583268,1.894132434,0.558031497,3.227545521,43,0.09,11,70,70.99,58.01,59
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Eulipotyphla,Crown,Talpidae,60,278,39,1,42.01083492,39.00221013,46.19306758,0,0,0,0.062657999,0.000137936,0.178953552,4.983084458,0.580840864,9.00430878,4.062612033,0.698307615,6.933801896,445,0.006769958,38,39,39.2572584,0,0
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Tamquammyidae,0,13,56,31,62.92402316,57.11540291,71.00257935,27.93373083,23.2120602,30.99990343,0.047273024,0.00769707,0.097225264,1.071942864,1.33E-05,3.080765121,2.437412351,0.998404989,3.750107181,4,2.3,25,56,113.5,0,31
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Tanzanycterididae,0,1,47,47,48.55123625,47.00012121,51.7628934,45.78914741,43.20848948,46.99996707,1.037285302,7.35E-05,3.090857679,29.74322124,0.002962512,77.67297547,1.595124772,-1.147937577,3.888122929,1,NA,0,47,NA,NA,47
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Perissodactyla,Crown,Tapiridae,13,135,55,1,59.03891465,55.00111208,66.78179352,0,0,0,0.127709479,0.001545787,0.310075486,3.556066245,0.771314244,6.046219679,1.288131182,0.171356614,2.484598286,264,0.011455737,54,55,55.6186098,0,0
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Crown,Tarsiidae,13,7,45,13,59.58996613,45.01868621,86.16689624,0,0,0,0.003867898,4.56E-06,0.0111331,1.669924755,0.00118289,4.481741481,3.83062954,1.223326333,6.178833991,7,0.647548972,32,45,65.72156712,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Tayassuidae,12,106,37,1,39.55158216,37.00071433,44.02668928,0,0,0,0.16445534,0.009607418,0.405346748,4.825269726,0.618324978,8.809073007,1.483224739,-0.138662574,3.101754489,259,0.011679039,36,37,37.4204454,0,0
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Afroinsectiphilia,Afrosoricida,Crown,Tenrecidae,31,9,40,1,51.87063236,41.0014767,72.07819244,0,0,0,0.004219203,2.21E-07,0.012944067,4.248363538,0.001547678,9.088412492,3.544773304,1.121433887,5.749033017,8,0.534127405,39,40,60.83096878,0,0
Theriiformes,NA,NA,NA,NA,NA,NA,Extinct order,Thereuodontidae,0,2,144,141,146.9879799,144.0013195,153.761051,139.1408206,134.9281486,140.9998929,0.212574794,0.000107741,0.698940634,23.54275144,0.000448929,67.78569534,0.915966798,-2.330925616,3.525724173,2,28.83,3,144,230.49,54.51,141
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Theridomyidae,0,136,41,24,42.38145064,41.00019088,44.14289055,23.31917845,22.216031,23.99984247,0.349231984,0.059045068,0.655113783,4.707201709,0.001365327,13.15913839,4.08721585,3.627573472,4.566826015,129,0.03,17,41,41.51,23.49,24
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Thryonomyidae,2,22,34,1,37.80443831,34.00005635,45.02523245,0,0,0,0.200085555,0.006543681,0.438225448,2.390717602,0.000481205,5.990291243,-0.855103848,-3.674796269,2.162902728,37,0.086775207,33,34,36.86358183,0,0
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Dasyuromorphia,Crown,Thylacinidae,2,13,25,1,29.52352842,25.00005544,38.78497831,0,0,0,0.095642609,0.000129098,0.26275387,4.714475127,0.000152481,10.84099415,0.410351033,-2.082227843,3.095539552,31,0.10501371,24,25,27.52032905,0,0
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Diprotodontia,Crown,Thylacoleonidae,1,15,28,1,33.15355274,28.00243955,43.51956515,0,0,0,0.093919949,0.000128254,0.290005474,6.99596224,0.01704898,13.48239992,-0.495302923,-2.878178117,1.992873976,36,0.08936216,27,28,30.41277832,0,0
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Peramelemorphia,Crown,Thylacomyidae,2,5,23,1,30.64789902,23.00374827,45.53925866,0,0,0,0.032881611,3.57E-06,0.102764595,5.962073847,0.001057101,14.10802995,0.370480547,-2.999306155,3.713622718,7,0.647548972,22,23,37.24607739,0,0
Theriiformes,Theria,Metatheria,NA,Sparassodonta,NA,NA,Extinct order,Thylacosmilidae,0,1,12,12,13.29754517,12.0000484,15.76104906,10.98978787,9.032311025,11.99982032,1.027829431,0.000667865,3.057295764,31.63713775,0.002938836,80.06355895,1.679264332,-0.892297822,3.733269337,1,NA,0,12,NA,NA,12
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Thyropteridae,5,2,14,14,24.66015625,15.00035771,44.18480207,0,0,0,0.011378244,2.24E-05,0.035504579,3.975708214,0.001018363,11.15753549,3.032339111,0.583689297,5.150540191,1,NA,0,14,NA,0,0
Theriiformes,NA,NA,NA,NA,NA,NA,Extinct order,Tinodontidae,0,2,149,145,152.8143186,149.0001644,161.2686919,142.4301579,136.4008322,144.9996235,0.12507769,1.28E-05,0.429870068,17.90262247,0.002848667,57.17332462,0.955703981,-2.059819,3.528743878,2,28.83,4,149,264.32,29.68,145
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Paenungulata,Hyracoidea,Stem,Titanohyracidae,0,15,52,15,59.33204379,52.00244148,71.67328091,11.424582,5.616474923,14.99889806,0.05353631,0.000217877,0.158425469,1.978622899,0.001706792,5.225716959,0.972385298,-2.141874434,3.353918634,18,0.24,37,52,60.88,6.12,15
Theriiformes,Theria,Eutheria,Eutheria,NA,Cimolesta,Pantodonta,Extinct order,Titanoideidae,0,15,64,56,65.51067988,64.00003381,68.54730543,54.30962435,53.14807345,54.99998448,0.432267403,0.001082938,1.127679824,11.77441748,0.000616716,28.31391154,1.11788813,-0.203629709,2.903728554,23,0.18,8,64,65.44,54.56,56
Theriiformes,Theria,Eutheria,Eutheria,NA,Cimolesta,NA,Extinct order,Todralestidae,0,4,59,42,68.32199044,59.0002309,87.41546664,36.71619638,26.07233715,41.99839581,0.041787684,7.46E-05,0.144916879,3.42016194,0.000376798,9.683339592,0.592880486,-2.971793726,3.383564672,7,0.83,17,59,73.11,27.89,42
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Stem,Toliapinidae,0,8,59,51,61.50246936,59.00270243,65.85217628,48.83504086,46.53931222,49.99999543,0.169949635,0.000527992,0.461447466,10.55771367,0.001893691,26.78932549,1.446591979,-0.849216262,3.472370123,6,1.06,8,59,67.48,42.52,51
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Notoungulata,Extinct order,Toxodontidae,5,56,27,1,30.48997953,27.00386017,36.69334541,0,0,0,0.034354887,0.000250574,0.104643409,12.19050417,5.079794232,19.79991741,3.28646683,1.69319204,4.83856091,108,0.028393111,26,27,27.73822089,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Tragulidae,10,81,41,6,43.75878177,41.00100508,47.82136822,0,0,0,0.035413709,0.002916653,0.084499307,2.327372069,0.002449359,5.320873292,4.736721411,3.133827831,6.164818167,91,0.033846088,35,41,42.18461309,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Tranatocetidae,0,15,20,9,22.88114313,21.00005948,26.8507535,7.040336204,5.19768617,7.999972691,0.162935596,8.47E-05,0.416789107,8.803416673,0.000190002,20.9957032,1.697413367,-0.247989907,3.510879046,18,0.24,11,20,22.64,6.36,9
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Paenungulata,Sirenia,Crown,Trichechidae,3,6,33,19,44.6599822,33.01882716,64.51165014,0,0,0,0.014115077,3.95E-05,0.040216264,1.563591592,0.000416643,4.366386031,2.284441841,-0.374784465,4.609998258,6,0.820564203,14,33,44.48789884,0,0
Theriiformes,NA,NA,NA,NA,NA,Eutriconodonta,Extinct order,Triconodontidae,0,37,183,85,194.1969107,183.0031423,214.7804326,80.94727919,74.77354,84.99702173,0.012955479,8.44E-05,0.034341014,1.659372281,0.001151012,3.198070013,1.848098841,-0.130875348,3.602602281,28,0.15,98,183,197.7,70.3,85
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Astrapotheria,Extinct order,Trigonostylopidae,0,12,54,39,56.88783752,54.00135555,63.1687593,37.94638439,35.65993575,38.99995824,0.237888114,0.000187479,0.693847325,10.93244582,0.013717718,23.06888085,-0.624274227,-2.832771834,2.437666547,17,0.26,15,54,57.9,35.1,39
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Mesonychia,Extinct order,Triisodontidae,0,22,66,58,67.76890921,67.0011458,68.95127133,57.32416044,56.22757692,57.99985293,0.617379808,0.125101439,1.245065096,6.014638216,0.000257953,16.67491423,2.048145078,1.093159342,3.431310179,37,0.11,8,66,66.88,57.12,58
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Scandentia,Crown,Tupaiidae,23,7,32,6,42.99067081,32.42860899,62.92541687,0,0,0,0.004029325,2.07E-06,0.011646303,2.771295812,0.001340072,7.060136052,4.531272417,1.824522054,6.888371896,6,0.820564203,26,32,53.33466928,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Dinocerata,Extinct order,Uintatheriidae,0,23,55,40,56.53043389,55.00045463,59.37300419,39.18062802,37.70366533,39.99977514,0.459765429,0.007423678,1.050761581,6.091236275,0.000674336,15.51603555,0.418251023,-1.11547874,2.454711085,44,0.09,15,55,56.35,38.65,40
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Carnivora,Crown,Ursidae,21,146,38,1,41.21723948,38.00175362,46.14897751,0,0,0,0.189244636,0.010703088,0.43573338,4.368814887,0.801970705,8.102601208,2.053989321,0.905424444,3.376960605,459,0.006562339,37,38,38.24280653,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Vespertilionidae,502,95,40,1,51.43601031,40.14165968,72.90020485,0,0,0,0.000367166,5.75E-07,0.001285176,11.18151174,6.829297296,15.45388779,8.71471873,7.701451989,9.724153771,132,0.023131667,39,40,40.90213501,0,0
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Crown,Victoriapithecidae,0,6,23,15,25.47984606,23.00021226,30.38309761,13.67941195,11.03473626,14.99994267,0.194350108,0.000473183,0.592591015,16.04280277,0.002252444,41.17389952,0.32733453,-3.05709499,3.101108282,13,0.36,8,23,25.88,12.12,15
Theriiformes,NA,NA,NA,NA,NA,NA,Extinct order,Vincelestidae,0,1,127,127,128.3865216,127.0007816,130.7708352,125.983073,124.1294059,126.9992796,1.036195105,0.000324445,3.049838365,42.41298371,0.003191211,93.71029459,1.519770645,-1.206464853,3.813641976,1,NA,0,127,NA,NA,127
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Carnivora,Stem,Viverravidae,0,122,64,35,66.84724008,65.00722534,69.64240899,33.78325886,31.87601884,34.99960132,0.19950243,0.077030111,0.32551911,0.912133263,8.56E-05,2.607580832,3.445421782,2.596570815,4.329159243,401,0,29,64,64,35,35
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Carnivora,Crown,Viverridae,37,31,22,1,25.29919934,22.00004245,30.2462734,0,0,0,0.036318313,0.000507665,0.089042419,6.278592348,0.003097692,12.9049125,4.54172553,3.107562226,6.001617061,41,0.077769154,21,22,23.63315224,0,0
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Diprotodontia,Crown,Vombatidae,4,18,28,1,33.8030186,28.00230718,44.08668571,0,0,0,0.022439611,1.28E-05,0.082011113,12.0284109,3.904715666,19.77704977,1.311558819,-1.01308357,3.60856577,27,0.122120807,27,28,31.29726178,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Waipatiidae,0,4,26,21,28.27478841,26.00026745,32.87912243,19.70396435,17.07402771,20.99996469,0.29005079,0.000590683,0.894058925,16.60971628,0.005167897,41.45399142,0.624813444,-2.692096558,3.448426973,4,2.3,5,26,37.5,9.5,21
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Microbiotheria,Stem,Woodburnodontidae,0,1,52,52,53.65295833,52.00129121,56.74957055,50.88841784,49.0029614,51.99992331,0.918334523,2.34E-06,2.942697027,45.41619109,0.189384579,93.06057683,1.564526613,-1.19470012,3.867260315,1,NA,0,52,NA,NA,52
